track_name,artist_name,genre,popularity,danceability,energy,loudness,acousticness,valence,tempo,speechiness,liveness,instrumentalness,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster
Like Me,Casanova,Rap,48,0.527,0.885,-4.39,0.00603,0.498,133.304,0.116,0.232,0.0,1,1,0
Wicked,Future,Pop,63,0.718,0.679,-5.899,0.00191,0.205,157.97,0.0706,0.385,0.0104,1,1,0
"Nachtstück, D. 672",Ian Bostridge,Opera,8,0.273,0.0413,-23.291,0.985,0.0377,84.532,0.0587,0.0865,5.89e-05,2,0,0
Où est-elle ?,Daniel Lavoie,Movie,22,0.364,0.266,-12.156,0.836,0.253,130.048,0.0347,0.117,5.83e-05,2,0,0
Endless Love,Michelle Simonal,Jazz,50,0.772,0.422,-13.698,0.566,0.878,132.053,0.0349,0.129,0.000874,1,0,0
Avec La Bouche 'Bye Bye Blues' - Remastered,Henri Salvador,Movie,3,0.508,0.587,-8.576,0.0782,0.675,80.459,0.208,0.288,0.0664,1,1,0
Time To Get Tough,The Aggrolites,Ska,34,0.628,0.75,-7.452,0.176,0.795,148.871,0.0517,0.0915,0.0566,1,1,0
Thank You Jesus - Alternate Version/Live,Hillsong Worship,World,29,0.424,0.456,-6.356,0.0158,0.134,157.932,0.0271,0.0872,0.0,1,1,0
Put My Money on That,Curtis Grimes,Country,37,0.66,0.828,-4.531,0.211,0.553,102.044,0.0331,0.11,1.57e-06,1,1,0
The Distance (feat. Ty Dolla $ign),Mariah Carey,R&B,58,0.701,0.691,-5.937,0.07,0.587,131.843,0.0808,0.844,0.0,1,1,0
Blue Bayou,Linda Ronstadt,Folk,64,0.732,0.161,-12.817,0.739,0.5,95.21,0.0306,0.105,0.000379,2,0,0
Forever On Your Side (with JOHNNYSWIM),NEEDTOBREATHE,Pop,61,0.511,0.8,-4.759,0.227,0.531,114.042,0.0622,0.112,0.000345,1,1,0
I'm on Fire,Bruce Springsteen,Rock,72,0.62,0.446,-14.451,0.589,0.868,88.591,0.0347,0.0727,0.0299,1,0,0
Mattinata spring awaking,Ruggero Leoncavallo,Opera,8,0.216,0.486,-8.735,0.967,0.189,91.358,0.0393,0.0931,5.63e-05,2,0,0
Messa da Requiem: II. Dies irae,Giuseppe Verdi,Opera,21,0.267,0.347,-15.015,0.877,0.0776,80.323,0.0427,0.0704,0.84,2,0,0
"Beware, the Sirens",Getter,Electronic,49,0.721,0.899,-4.07,0.0116,0.0385,142.018,0.057,0.126,2.51e-05,1,1,0
Dangerous (feat. Jeremih and PnB Rock),Meek Mill,Pop,74,0.763,0.441,-8.211,0.0581,0.538,86.093,0.256,0.0458,0.0,1,1,0
Dile A Tu Marido,Pasabordo,Reggaeton,50,0.79,0.725,-7.805,0.301,0.596,96.024,0.0765,0.132,0.0,1,1,0
He's A Mental Giant,Tech N9ne,Hip-Hop,51,0.603,0.944,-4.086,0.0208,0.674,168.084,0.389,0.384,0.0,1,1,0
Done,Ryan Stout,Comedy,12,0.577,0.861,-11.039,0.792,0.258,88.156,0.893,0.78,2.62e-05,0,2,0
You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,Death Grips,Children’s Music,49,0.317,0.853,-2.751,0.00187,0.487,103.37,0.186,0.254,0.000702,1,1,0
Come Together Now,Matt and Kim,Indie,54,0.701,0.655,-6.904,0.0945,0.784,97.98,0.0346,0.15,2.97e-05,1,1,0
Birth,Keith Jarrett,Jazz,45,0.392,0.119,-18.487,0.959,0.179,103.886,0.039,0.0972,0.682,2,0,0
Bodhisattva,Steely Dan,Blues,44,0.54,0.772,-11.172,0.128,0.811,109.802,0.0455,0.0753,0.00589,1,1,0
"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",Johann Sebastian Bach,Classical,40,0.52,0.0272,-26.404,0.987,0.545,70.299,0.0511,0.108,0.906,2,0,0
Second Dream,Ryuichi Sakamoto,World,26,0.153,0.037,-28.626,0.876,0.101,66.901,0.0328,0.0938,0.947,2,0,0
Nothing On Us,The Him,Pop,69,0.605,0.733,-4.684,0.124,0.489,125.029,0.0616,0.0786,0.0,1,1,0
"La Favorita - Italian version - Act 4: ""Spirto gentil, de'sogni miei""",Gaetano Donizetti,Opera,30,0.291,0.203,-16.514,0.979,0.0638,75.358,0.0531,0.0827,1.54e-05,2,0,0
Killmonger vs T'Challa,Ludwig Goransson,Soundtrack,38,0.289,0.577,-13.378,0.523,0.15,171.83,0.16,0.19,0.857,2,0,0
Graduate,Third Eye Blind,Children’s Music,53,0.498,0.913,-4.805,0.000904,0.45,89.359,0.0446,0.0902,0.0,1,1,0
Never Meant,American Football,Alternative,53,0.436,0.819,-6.71,0.0171,0.405,144.26,0.036,0.117,0.00882,1,1,0
Children of the Korn,Korn,Children’s Music,51,0.697,0.808,-6.803,0.00277,0.54,95.841,0.203,0.0509,0.00258,1,1,0
Lost In The World,Kanye West,Rap,63,0.609,0.746,-5.249,0.115,0.277,117.072,0.184,0.427,0.0087,1,1,0
"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro",Wolfgang Amadeus Mozart,Classical,25,0.386,0.184,-21.549,0.991,0.611,140.532,0.036,0.122,0.922,2,0,0
Her - Wooli Remix,Excision,Electronic,27,0.368,0.953,-1.877,0.00364,0.237,74.928,0.571,0.652,0.29,0,1,-1
Hou la menteuse,Dorothée,Movie,30,0.824,0.782,-7.899,0.325,0.964,144.493,0.0354,0.138,0.0,1,1,0
Temptation,Destiny's Child,R&B,44,0.617,0.575,-5.212,0.000238,0.278,72.188,0.0363,0.0542,0.053,1,0,0
Born Free,The Bouncing Souls,Ska,23,0.22,0.966,-4.005,0.000195,0.595,194.182,0.173,0.305,0.0,1,1,0
Always,Saliva,Alternative,59,0.363,0.906,-4.415,0.0122,0.371,181.964,0.0615,0.172,0.0,1,1,0
Ella Se Contradice (feat. Plan B),Baby Rasta,Reggaeton,57,0.767,0.758,-8.116,0.111,0.84,76.498,0.295,0.376,0.0,1,1,0
Help Is On The Way,Rise Against,Alternative,55,0.336,0.951,-3.587,0.000123,0.596,108.043,0.0707,0.0333,0.00108,1,1,0
How Long Will They Mourn Me?,Thug Life,Hip-Hop,51,0.81,0.614,-7.41,0.0677,0.431,87.03,0.157,0.356,0.0,1,1,0
Never Let You Go (feat. Sofia Reyes),Slushii,Pop,67,0.67,0.672,-3.469,0.192,0.643,165.075,0.0923,0.0926,5.13e-05,1,1,0
On My Soul,Key Glock,Hip-Hop,58,0.824,0.747,-4.594,0.0246,0.498,149.018,0.373,0.117,0.0,1,1,0
Mare,Maldita Vecindad Y Los Hijos Del 5to. Patio,Ska,34,0.851,0.587,-9.391,0.13,0.763,108.164,0.0521,0.0488,0.00103,1,1,0
I Am Your Mind (Part 2),Roy Ayers,Jazz,40,0.694,0.598,-8.177,0.138,0.962,108.633,0.04,0.345,0.00269,1,1,0
Heaven Came For Me,Chris Quilala,World,27,0.245,0.467,-12.036,0.501,0.0367,127.494,0.0368,0.0628,0.0471,2,0,0
The Wave,R3HAB,Dance,58,0.748,0.406,-7.462,0.211,0.386,79.988,0.0343,0.042,0.0,1,1,0
猫のしっぽ犬のしっぽ,ko-ko-ya,Anime,22,0.703,0.327,-9.983,0.784,0.848,108.446,0.0361,0.107,0.772,2,1,0
No Days Off (feat. Monty),Fetty Wap,Hip-Hop,49,0.681,0.57,-5.829,0.0407,0.153,135.121,0.136,0.105,0.0,1,1,0
Nobody Else But You,Trey Songz,Rap,70,0.708,0.612,-6.379,0.0381,0.263,139.913,0.122,0.277,0.0,1,1,0
Sonata No. 6 in D Major: II. Andante assai,Gioachino Rossini,Opera,10,0.129,0.0557,-25.691,0.933,0.0389,63.827,0.0491,0.104,0.743,2,0,0
Rocket 69,Todd Rhodes,Blues,31,0.692,0.628,-6.186,0.357,0.774,137.065,0.0837,0.114,0.0,1,1,0
U Smile,Justin Bieber,Dance,62,0.388,0.612,-5.141,0.537,0.387,75.618,0.0478,0.115,1.12e-06,1,0,0
Giselle: No. 5 - Allegro,Adolphe Adam,Opera,12,0.461,0.107,-21.525,0.952,0.23,113.12,0.0424,0.0797,0.704,2,0,0
Walking Is Still Honest,Against Me!,Ska,25,0.648,0.976,-7.513,0.05,0.328,98.881,0.0439,0.0975,3.99e-06,1,1,0
Lose My Cool,Amber Mark,Alternative,60,0.733,0.474,-8.024,0.579,0.328,102.976,0.0439,0.087,0.000272,1,1,0
Overwhelming,Jon Bellion,Pop,65,0.732,0.629,-4.64,0.267,0.683,91.7,0.286,0.118,0.0,1,1,0
B.O.O.T. (Live),Pepper,Ska,16,0.365,0.869,-4.8,0.218,0.45,82.884,0.113,0.952,0.0,1,1,0
Bluebird,Beach House,Indie,44,0.502,0.582,-10.239,0.652,0.412,168.054,0.0289,0.121,0.637,1,1,0
HUMBLE.,Kendrick Lamar,Rap,86,0.908,0.621,-6.638,0.000282,0.421,150.011,0.102,0.0958,5.39e-05,1,1,0
Blow the Whistle,Too $hort,Pop,62,0.907,0.625,-5.557,0.0042,0.605,99.918,0.198,0.151,0.0,1,1,0
"Macbeth, Act IV: Patria oppressa! (Live)",Giuseppe Verdi,Classical,0,0.0845,0.0282,-27.916,0.953,0.0389,169.151,0.0396,0.113,0.355,2,0,0
Spelling,Katt Williams,Comedy,17,0.484,0.904,-13.305,0.894,0.175,107.678,0.888,0.767,1.17e-06,0,2,0
Fake Love,Carlitos Rossy,Reggaeton,38,0.635,0.768,-4.244,0.25,0.573,166.009,0.0409,0.351,0.0,1,1,0
One Eye Open - Trentemøller Remix Hbt Edit,Trentemøller,Electronic,35,0.34,0.819,-8.884,0.0307,0.114,190.012,0.306,0.101,0.258,1,1,0
SUMMER SALT (with Bari),Smino,Hip-Hop,53,0.62,0.643,-6.597,0.278,0.15,155.894,0.301,0.156,0.0,1,1,0
Les Yper-Sound,Stereolab,Electronic,38,0.703,0.58,-10.025,2.66e-05,0.968,154.653,0.0489,0.17,0.838,1,1,0
I Can't Wait,The White Stripes,Blues,31,0.286,0.806,-1.949,0.696,0.109,83.393,0.0344,0.156,0.54,1,1,0
Dirty Work,Steely Dan,Blues,64,0.631,0.354,-11.112,0.795,0.522,73.007,0.0313,0.0879,0.000107,1,0,0
Deep Inside of You - 2008 Version,Third Eye Blind,Children’s Music,50,0.502,0.591,-4.522,0.00585,0.169,81.782,0.0242,0.0725,1.9e-05,1,0,0
Ketto,Bonobo,Electronic,47,0.635,0.784,-7.718,0.337,0.31,95.011,0.0312,0.152,0.917,1,1,0
"Verdi: Macbeth, Act 1: ""Nel dì della vittoria ... Vieni t'affretta"" (Lady Macbeth, Chorus)",Giuseppe Verdi,Opera,32,0.322,0.201,-12.741,0.962,0.0871,84.029,0.0459,0.159,3.59e-05,2,0,0
Primadonna,MARINA,Alternative,57,0.66,0.689,-2.671,0.0884,0.427,127.98,0.0337,0.0922,0.0,1,1,0
Tahoe,Audiodub,Reggae,38,0.811,0.47,-7.308,0.0253,0.493,85.061,0.0452,0.0821,0.0,1,1,0
Old English,Young Thug,Hip-Hop,58,0.809,0.801,-5.461,0.0408,0.744,81.94,0.407,0.353,0.0,1,1,0
Don't Call Me (feat. Yuna),TOKiMONSTA,Soul,52,0.644,0.655,-6.507,0.407,0.397,80.925,0.038,0.11,0.528,1,1,0
Ridin High,Jawga Boyz,Country,54,0.687,0.729,-6.916,0.00481,0.259,140.004,0.0308,0.123,0.000435,1,1,0
¡ Ay ! este azul,Christina Pluhar,Opera,25,0.398,0.188,-17.395,0.926,0.191,102.45,0.0362,0.109,0.0,2,0,0
Higher Love,James Vincent McMorrow,Folk,56,0.373,0.114,-17.951,0.964,0.173,127.545,0.0476,0.111,0.000498,2,0,0
Arms Open Wide - Live,North Point InsideOut,World,24,0.228,0.625,-5.67,0.00609,0.115,169.826,0.0311,0.942,4.88e-05,1,1,0
The Wind Blow East,Enzo Garcia,Children's Music,0,0.771,0.351,-13.14,0.932,0.497,133.953,0.0423,0.277,0.587,2,0,0
Just Let It Go,India.Arie,Soul,43,0.664,0.37,-10.617,0.272,0.209,94.037,0.0345,0.0946,7.87e-05,1,0,0
BiPolar (feat. Quavo),Gucci Mane,Pop,76,0.747,0.569,-6.679,0.144,0.167,157.056,0.146,0.18,0.0,1,1,0
Home Again!,Menahan Street Band,World,47,0.587,0.732,-8.097,0.055,0.747,96.848,0.0317,0.247,0.924,1,1,0
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE) - Banx & Ranx Remix,Snakehips,Dance,55,0.72,0.867,-4.221,0.151,0.525,123.959,0.106,0.752,0.0,1,1,0
Sunrise,Childish Gambino,Hip-Hop,51,0.546,0.695,-6.374,0.011,0.182,79.932,0.0454,0.0713,0.0,1,0,0
End of Our Days,Archive,Electronic,21,0.389,0.361,-11.843,0.875,0.237,113.507,0.0334,0.133,0.00229,2,0,0
Dirty Laundry,Nickelback,Alternative,49,0.618,0.956,-3.297,0.000361,0.487,97.993,0.0496,0.349,6.74e-05,1,1,0
Tempelhof,Yann Tiersen,Soundtrack,38,0.191,0.265,-20.183,0.845,0.0539,124.151,0.0441,0.365,0.933,2,0,0
Happy,Nao,Soul,46,0.776,0.54,-5.727,0.053,0.703,93.001,0.182,0.0828,1.47e-06,1,1,0
Spiderbite,Beats Antique,World,28,0.654,0.732,-8.359,0.0072,0.443,80.004,0.0576,0.565,0.414,1,1,0
Put Your Money On Me,The Struts,Children’s Music,52,0.565,0.905,-3.575,0.00101,0.684,126.011,0.057,0.325,0.0,1,1,0
First Try,Johnnyswim,Folk,56,0.612,0.409,-6.797,0.519,0.698,78.969,0.0292,0.0554,0.0,1,1,0
X (with 2 Chainz & Saudi),ScHoolboy Q,Rap,77,0.768,0.471,-8.406,0.0201,0.405,131.023,0.259,0.268,0.0,1,1,0
Simple & Sweet,Jon Bellion,Pop,56,0.544,0.397,-8.394,0.475,0.682,109.916,0.0556,0.0564,0.000478,1,1,0
Wake Up,Fetty Wap,Hip-Hop,59,0.647,0.673,-5.992,0.172,0.527,179.971,0.176,0.223,0.0,1,1,0
Hurt so Good,Mipso,Folk,39,0.587,0.46,-8.759,0.461,0.806,88.057,0.0302,0.257,4.25e-05,1,1,0
Louisiana Saturday Night,Mel McDaniel,Rock,61,0.686,0.622,-7.31,0.532,0.982,163.245,0.0857,0.0511,0.0,1,0,0
Good Times,The Holdup,Reggae,29,0.532,0.523,-11.664,0.0108,0.379,174.041,0.0347,0.219,0.0113,1,1,0
Nuisance,Dance Hall Crashers,Ska,16,0.468,0.915,-4.854,0.0255,0.851,180.368,0.0756,0.0293,0.0366,1,1,0
Confidence,Sanctus Real,Children’s Music,62,0.452,0.81,-4.748,0.0291,0.439,167.143,0.0422,0.118,0.0,1,1,0
Hear Me Now (feat. DIAMANTE)[Acoustic],Bad Wolves,Children’s Music,46,0.514,0.36,-7.001,0.179,0.27,80.53,0.0249,0.109,0.0,1,0,0
Young Volcanoes,Fall Out Boy,Rock,57,0.599,0.853,-3.878,0.00123,0.676,94.997,0.0365,0.37,0.000504,1,1,0
Drop That Kitty (feat. Charli XCX and Tinashe),Ty Dolla $ign,Hip-Hop,54,0.874,0.712,-5.667,0.0283,0.585,106.021,0.0315,0.0824,0.0887,1,1,0
Should've Been Me,Naughty Boy,R&B,54,0.584,0.799,-5.478,0.0147,0.666,183.961,0.179,0.284,0.0,1,1,0
Congressional Correspondents Dinner,Lewis Black,Comedy,18,0.556,0.76,-11.047,0.819,0.0475,84.838,0.935,0.798,0.0,0,2,0
"Piano Sonata No. 24 in A Major, Hob.XVI:26: I: Allegro moderato",Franz Joseph Haydn,Classical,30,0.34,0.0458,-28.964,0.993,0.37,170.569,0.0383,0.0964,0.882,2,0,0
Black Chicks - Live at Rascals Comedy Club (NJ) / 1990,Andrew Dice Clay,Comedy,10,0.639,0.707,-13.985,0.638,0.516,122.948,0.898,0.747,0.0,0,2,0
Tied Up,Hablot Brown,R&B,39,0.726,0.485,-15.62,0.218,0.0945,111.957,0.317,0.0804,0.0095,1,1,0
Ach Basiu,Chorus,Movie,0,0.609,0.703,-7.183,0.00378,0.842,138.426,0.0274,0.0935,8.53e-06,1,1,0
Fire,Ohio Players,Jazz,53,0.623,0.681,-15.733,0.101,0.843,107.319,0.0604,0.269,0.0158,1,1,0
Vacation,Still Woozy,Indie,59,0.606,0.435,-11.458,0.318,0.376,124.943,0.0614,0.205,0.00482,1,0,0
"Lyric Pieces Book IV, Op.47: No. 3 Melodie",Edvard Grieg,Classical,34,0.353,0.00449,-30.004,0.996,0.0363,70.819,0.0563,0.0708,0.93,2,0,0
Tin Tin Deo,The Slackers,Ska,16,0.79,0.563,-5.568,0.0394,0.962,140.304,0.0475,0.066,0.664,1,1,0
If I Could Turn Back Time,Cher,Pop,73,0.654,0.566,-10.313,0.244,0.527,108.293,0.0268,0.123,0.0,1,1,0
The One (feat. Jada),Alina Baraz,Alternative,45,0.591,0.396,-9.684,0.301,0.516,78.011,0.0973,0.109,4.16e-05,1,0,0
It's The End Of The World As We Know It (And I Feel Fine),The Suicide Machines,Ska,34,0.537,0.978,-2.681,0.000444,0.704,102.556,0.0478,0.1,0.0,1,1,0
Beloved (When I Survey) - Live,Darlene Zschech,World,30,0.168,0.272,-10.779,0.746,0.0826,84.287,0.033,0.164,1.2e-06,2,0,0
You Can Leave Your Hat On - Live,Randy Newman,Movie,11,0.708,0.639,-11.537,0.907,0.679,98.619,0.13,0.732,0.0223,1,1,0
Lifetime - Uncut,Maxwell,Soul,50,0.695,0.454,-7.267,0.307,0.496,127.986,0.0788,0.0727,4.6e-06,1,1,0
Torn - Bonus Track,James TW,Pop,65,0.599,0.546,-6.459,0.306,0.411,95.141,0.159,0.119,0.0,1,0,0
Bicken Back Being Bool,YG,Rap,55,0.56,0.664,-7.86,0.291,0.655,190.024,0.567,0.688,0.0,0,1,0
Steeples,Dispatch,Reggae,32,0.732,0.675,-5.577,0.259,0.494,105.041,0.0584,0.0832,0.0,1,1,0
病床パブリック,Sheena Ringo,Anime,22,0.319,0.978,-1.209,0.00253,0.238,77.882,0.071,0.479,0.481,1,1,0
Click Clack,LOUDPVCK,Electronic,40,0.766,0.95,-1.701,0.0105,0.48,154.033,0.126,0.769,0.708,1,1,-1
Outrageous Love,Jonathan David Helser,World,33,0.404,0.601,-5.703,0.0513,0.113,149.93,0.0275,0.26,1.45e-05,1,1,0
I Like You,Ben Rector,Rock,62,0.657,0.356,-11.808,0.343,0.394,78.914,0.0362,0.11,1.27e-06,1,0,0
"Jesu Joy Of Man's Desiring, BWV 147",Johann Sebastian Bach,Classical,32,0.388,0.193,-21.261,0.994,0.353,111.322,0.038,0.141,0.912,2,0,0
All Mine (feat. MadeinTYO),KYLE,Hip-Hop,50,0.784,0.663,-5.088,0.0428,0.392,144.003,0.0537,0.0457,0.0,1,1,0
Your Betrayal,Bullet For My Valentine,Rap,67,0.569,0.883,-4.41,8.07e-05,0.373,134.003,0.0747,0.0883,7.74e-05,1,1,0
Put Your Money on Me,Arcade Fire,Children’s Music,64,0.604,0.768,-6.484,0.541,0.645,123.067,0.0308,0.752,0.0201,1,1,0
Make it Bang,Baauer,Electronic,31,0.78,0.796,-7.621,0.0733,0.355,130.036,0.181,0.12,0.113,1,1,0
Ooh La La - 2015 Remastered Version,Faces,Country,69,0.603,0.494,-10.27,0.428,0.729,147.814,0.0301,0.0894,0.000171,1,0,0
God Particle,Hans Zimmer,Soundtrack,33,0.123,0.307,-16.324,0.185,0.0349,90.38,0.0542,0.104,0.835,2,0,0
Downbad,Jay Gwuapo,Rap,53,0.781,0.656,-8.58,0.212,0.564,142.09,0.204,0.115,0.0,1,1,0
Boom,Excision,Electronic,32,0.818,0.8,-6.24,0.0579,0.169,139.927,0.298,0.139,9.89e-05,1,1,0
Some Say,Sum 41,Alternative,52,0.389,0.872,-4.968,0.00237,0.222,162.54,0.103,0.313,4.11e-06,1,1,0
"Puccini: La bohème, Act 1: ""Sì. Mi chiamano Mimì"" (Mimì, Rodolfo, Schaunard, Colline, Marcello)",Giacomo Puccini,Opera,11,0.282,0.0369,-26.97,0.912,0.0367,126.79,0.0535,0.0912,0.0,2,0,0
Taxi,J. Blackfoot,Blues,28,0.416,0.468,-11.786,0.093,0.27,67.713,0.0469,0.354,0.0,1,1,0
Party Of One (feat. Sam Smith),Brandi Carlile,Folk,69,0.354,0.206,-11.799,0.779,0.202,139.056,0.0365,0.0959,0.00021,2,0,0
La Femme Fetal,Digable Planets,Jazz,47,0.632,0.369,-17.786,0.118,0.514,200.216,0.397,0.108,0.000103,1,1,0
Concerto for two violins BWV 1043 in D Minor: Concerto for two violins BWV 1043 in D Minor: I. Vivace,Johann Sebastian Bach,Classical,39,0.471,0.403,-13.349,0.773,0.751,102.31,0.0444,0.242,4.88e-06,1,1,0
All You Had To Do Was Stay,Taylor Swift,Pop,59,0.602,0.735,-5.778,0.00196,0.472,96.969,0.0337,0.105,4.77e-05,1,1,0
something more,j ember,Indie,44,0.485,0.321,-12.631,0.0322,0.162,82.034,0.0314,0.0677,0.0923,1,0,0
On The Floor,Jennifer Lopez,Dance,52,0.726,0.779,-5.198,0.107,0.556,129.973,0.0603,0.098,0.000252,1,1,0
Real Chill,Rae Sremmurd,Rap,55,0.842,0.609,-5.867,0.0443,0.184,129.942,0.19,0.106,0.0,1,1,0
I'm Going Away,Elizabeth Cotten,Blues,32,0.527,0.171,-14.512,0.976,0.664,106.462,0.0353,0.114,0.000545,2,0,0
I Love It (& Lil Pump),Kanye West,Rap,87,0.901,0.522,-8.304,0.0114,0.329,104.053,0.33,0.259,0.0,1,1,0
ATTENTION,Joji,Pop,76,0.787,0.312,-12.401,0.895,0.425,119.899,0.0383,0.115,0.0224,1,0,0
Me Acuerdo,Ivy Queen,Reggaeton,32,0.76,0.518,-5.228,0.483,0.246,134.129,0.0449,0.117,0.0,1,1,0
I Don't Mind,KONGOS,Blues,35,0.625,0.732,-7.332,0.307,0.931,147.668,0.0567,0.143,0.000509,1,1,0
Thirty-Nine,Crumb,Indie,51,0.265,0.6,-9.28,0.259,0.0555,93.796,0.0341,0.124,0.739,2,1,0
"Madama Butterfly, Act I: Act I: Vieni, amor mio! (Pinkerton)",Giacomo Puccini,Opera,6,0.3,0.0448,-26.876,0.964,0.0757,131.764,0.0416,0.613,0.000442,2,0,0
クロニクル,Nightmare,Anime,16,0.511,0.928,-3.892,0.00883,0.368,100.951,0.0442,0.121,0.000123,1,1,0
MAD I GOT IT | MAD 1 GOT 1T,Denzel Curry,Hip-Hop,60,0.715,0.57,-7.682,0.222,0.371,107.766,0.172,0.343,2.32e-06,1,1,0
Big Chief,Dr. John,Jazz,43,0.744,0.481,-16.24,0.636,0.968,113.107,0.0479,0.0912,0.00709,1,0,0
Sticky,Ravyn Lenae,Children’s Music,62,0.712,0.846,-6.714,0.0339,0.573,120.016,0.0538,0.106,0.000384,1,1,0
Practice,Drake,Pop,65,0.446,0.239,-15.327,0.574,0.31,104.675,0.0876,0.12,7.76e-05,2,0,0
"You Enjoy Myself - Live Version - Clifford Ball, 1994",Phish,Blues,25,0.425,0.672,-11.114,0.333,0.228,105.414,0.0556,0.701,0.756,2,1,-1
Wasting All My Time,Hoodie Allen,Indie,54,0.795,0.41,-7.07,0.297,0.434,100.015,0.109,0.0742,0.0,1,1,0
I don’t let go,XXXTENTACION,Hip-Hop,77,0.797,0.293,-7.479,0.591,0.478,80.035,0.08,0.148,0.0724,1,0,0
Passenger Side,Smallpools,Indie,60,0.585,0.801,-5.406,0.00601,0.283,101.987,0.0995,0.0865,8.2e-05,1,0,0
StarRingChild - Movie Version,Aimer,Anime,18,0.489,0.889,-4.727,0.00877,0.777,163.972,0.0636,0.233,1.52e-06,1,1,0
Howling Commando’s Montage,Alan Silvestri,Soundtrack,24,0.207,0.392,-11.39,0.569,0.141,81.208,0.0424,0.105,0.865,2,0,0
I'm Making Believe,The Ink Spots,Jazz,36,0.571,0.0881,-15.875,0.985,0.498,82.898,0.0375,0.129,1.09e-06,2,0,0
"Carmen, WD 31, Act I: Sur la place (Live)",Georges Bizet,Opera,20,0.297,0.101,-29.498,0.948,0.222,105.177,0.0479,0.211,0.968,2,0,0
Off Guard - We5 Remix,Alexander Lewis,Electronic,45,0.446,0.772,-1.184,0.335,0.432,117.845,0.161,0.13,0.0,1,1,0
Tension,Vök,Electronic,29,0.499,0.295,-10.679,0.55,0.138,136.749,0.0325,0.108,0.00529,2,0,0
"You're Never Fully Dressed Without A Smile - From ""Annie""",Juice Music,Children's Music,5,0.743,0.263,-11.018,0.69,0.569,140.105,0.0591,0.0635,0.0,1,0,0
"Cheating, Dreaming Old People Who Don't Shut Up",Kyle Cease,Comedy,12,0.614,0.473,-11.186,0.684,0.517,81.137,0.937,0.607,0.0,0,2,0
Ugly,The Holdup,Reggae,40,0.777,0.468,-7.472,0.239,0.867,155.892,0.176,0.143,0.0,1,1,0
Fool's Gold,S. Carey,Indie,58,0.501,0.294,-13.375,0.867,0.191,130.018,0.0302,0.131,0.0068,2,0,0
Outta Style,Aaron Watson,Rock,59,0.617,0.886,-4.352,0.0883,0.873,124.979,0.0425,0.0856,1.35e-05,1,1,0
Could It Be,Jaheim,R&B,43,0.655,0.553,-6.854,0.0636,0.531,70.033,0.0891,0.126,1.73e-05,1,1,0
Build My Life - Live,Passion,World,56,0.323,0.467,-7.282,0.221,0.0625,139.505,0.0334,0.115,0.0,1,1,0
Bedtime Story,Kana Nishino,Anime,26,0.636,0.752,-5.633,0.128,0.516,124.964,0.0328,0.0916,1.98e-06,1,1,0
Come Home - Beshken Remix,The Undercover Dream Lovers,Soul,38,0.739,0.505,-8.064,0.0512,0.192,96.999,0.0402,0.106,0.62,1,1,0
A & E (Artists & Entertainers),Kimbo Children's Music,Children's Music,0,0.763,0.618,-12.225,0.0646,0.964,150.082,0.0341,0.128,0.0,1,1,0
The Bells,The Originals,Blues,39,0.34,0.476,-11.852,0.352,0.546,115.076,0.0452,0.169,0.0,1,0,0
Madness Of Men,Trans-Siberian Orchestra,Classical,24,0.222,0.567,-6.432,0.12,0.292,74.584,0.0349,0.183,0.00727,1,1,0
God & Guns,Lynyrd Skynyrd,Blues,41,0.244,0.643,-6.497,0.00696,0.208,79.045,0.0427,0.0933,0.00925,1,1,0
Round and round (feat. Han Suji),HEIZE,R&B,58,0.603,0.688,-5.13,0.757,0.504,119.99,0.0327,0.0718,0.23,1,1,0
Masacre Pa' Voltio,Lito y Polaco,Reggaeton,20,0.72,0.685,-6.428,0.644,0.94,91.829,0.365,0.503,0.0,1,1,0
Recktify,Rainbow Kitten Surprise,Rock,51,0.758,0.551,-8.879,0.604,0.365,114.892,0.0732,0.104,0.000663,1,1,0
Must Have Done Something Right,Relient K,Alternative,46,0.563,0.959,-3.036,0.0166,0.81,137.942,0.0421,0.13,0.0,1,1,0
Mind Games,D.L. Hughley,Comedy,27,0.527,0.972,-7.123,0.798,0.109,83.589,0.926,0.723,0.0,0,2,0
"No Good, Mr Holden",Graveyard,Blues,35,0.349,0.683,-5.5,0.19,0.513,122.68,0.0357,0.0682,0.00052,1,1,0
Biking,Frank Ocean,Alternative,65,0.673,0.463,-7.247,0.681,0.268,147.981,0.191,0.0907,4.9e-06,1,1,0
No One's Easy to Love,Sharon Van Etten,Folk,57,0.457,0.884,-6.002,0.000236,0.478,167.058,0.0386,0.364,0.182,1,1,0
When I Go Away,Levon Helm,Country,50,0.636,0.722,-6.374,0.44,0.93,124.158,0.0352,0.136,0.0,1,1,0
Tú Tienes,Wisin & Yandel,Reggaeton,60,0.759,0.853,-4.883,0.00647,0.716,88.955,0.0834,0.241,7.27e-06,1,1,0
Tu Lokito,Messiah,Reggaeton,25,0.759,0.772,-4.97,0.0113,0.714,84.963,0.126,0.094,4.01e-05,1,1,0
